,UserId,Attraction,Rating
16158,22448,Tegalalang Rice Terrace,3
16159,25349,Tegalalang Rice Terrace,5
16160,66614,Tegalalang Rice Terrace,3
16161,77639,Tegalalang Rice Terrace,5
16162,85336,Tegalalang Rice Terrace,5
16164,30015,Tegalalang Rice Terrace,4
16165,64122,Malang City Square,4
16166,2938,Bromo Tengger Semeru National Park,5
16167,6057,Bromo Tengger Semeru National Park,5
16168,3774,Tegenungan Waterfall,3
16169,10406,Tegenungan Waterfall,2
16170,14042,Tegenungan Waterfall,5
16171,17411,Tegenungan Waterfall,5
16172,21443,Tegenungan Waterfall,5
16173,31107,Tegenungan Waterfall,3
16174,33838,Tegenungan Waterfall,4
16175,34970,Tegenungan Waterfall,5
16176,36006,Tegenungan Waterfall,5
16177,40739,Tegenungan Waterfall,4
16178,46460,Tegenungan Waterfall,4
16179,48745,Tegenungan Waterfall,4
16180,60764,Tegenungan Waterfall,3
16181,74295,Tegenungan Waterfall,3
16182,76833,Tegenungan Waterfall,5
16183,82548,Tegenungan Waterfall,4
16184,87672,Tegenungan Waterfall,3
16185,6464,Tegenungan Waterfall,4
16186,11456,Tegenungan Waterfall,4
16187,14623,Tegenungan Waterfall,3
16188,22726,Tegenungan Waterfall,4
16189,37077,Tegenungan Waterfall,3
16190,38825,Tegenungan Waterfall,4
16191,49232,Tegenungan Waterfall,4
16192,54801,Tegenungan Waterfall,4
16193,68723,Tegenungan Waterfall,4
16194,70167,Tegenungan Waterfall,3
16195,75897,Tegenungan Waterfall,4
16196,81530,Tegenungan Waterfall,3
16197,85370,Tegenungan Waterfall,3
16198,266,Tegenungan Waterfall,4
16199,3680,Tegenungan Waterfall,5
16200,4733,Tegenungan Waterfall,3
16201,10714,Tegenungan Waterfall,5
16202,12550,Tegenungan Waterfall,4
16203,21114,Tegenungan Waterfall,5
16204,23278,Tegenungan Waterfall,3
16205,27701,Tegenungan Waterfall,5
16206,30354,Tegenungan Waterfall,4
16207,31038,Tegenungan Waterfall,5
16208,53082,Tegenungan Waterfall,2
16209,53335,Tegenungan Waterfall,3
16210,58004,Tegenungan Waterfall,3
16211,63444,Tegenungan Waterfall,4
16212,67051,Tegenungan Waterfall,4
16213,77044,Tegenungan Waterfall,4
16214,24993,Nusa Dua Beach,4
16215,10143,Nusa Dua Beach,5
16216,10726,Nusa Dua Beach,4
16217,10728,Nusa Dua Beach,4
16218,17411,Nusa Dua Beach,5
16219,20821,Nusa Dua Beach,4
16220,25449,Nusa Dua Beach,4
16221,26287,Nusa Dua Beach,3
16222,35123,Nusa Dua Beach,5
16223,35413,Nusa Dua Beach,5
16224,50162,Nusa Dua Beach,2
16225,52703,Nusa Dua Beach,4
16226,56741,Nusa Dua Beach,4
16227,67302,Nusa Dua Beach,5
16228,2507,Nusa Dua Beach,5
16229,5001,Nusa Dua Beach,4
16230,6057,Nusa Dua Beach,2
16231,8930,Nusa Dua Beach,4
16232,20353,Nusa Dua Beach,5
16233,34488,Nusa Dua Beach,5
16234,35413,Nusa Dua Beach,4
16235,41909,Nusa Dua Beach,5
16236,50485,Nusa Dua Beach,5
16237,65573,Nusa Dua Beach,5
16238,69134,Nusa Dua Beach,5
16239,80301,Nusa Dua Beach,5
16240,81605,Nusa Dua Beach,5
16241,84790,Nusa Dua Beach,4
16242,86775,Nusa Dua Beach,5
16243,10020,Nusa Dua Beach,4
16244,8160,Nusa Dua Beach,5
16245,1896,Kuta Beach - Bali,5
16246,14559,Kuta Beach - Bali,1
16247,20713,Kuta Beach - Bali,3
16248,36642,Kuta Beach - Bali,4
16249,48447,Kuta Beach - Bali,1
16250,49232,Kuta Beach - Bali,4
16251,49831,Kuta Beach - Bali,4
16252,54801,Kuta Beach - Bali,5
16253,71424,Kuta Beach - Bali,2
16254,80592,Kuta Beach - Bali,5
16255,2336,Kuta Beach - Bali,3
16256,18474,Kuta Beach - Bali,1
16257,24541,Kuta Beach - Bali,2
16258,27219,Kuta Beach - Bali,5
16259,36103,Kuta Beach - Bali,4
16260,37776,Kuta Beach - Bali,5
16261,55034,Kuta Beach - Bali,5
16262,61995,Kuta Beach - Bali,1
16263,67520,Kuta Beach - Bali,1
16264,70269,Kuta Beach - Bali,2
16265,72381,Kuta Beach - Bali,5
16266,266,Kuta Beach - Bali,2
16267,5498,Kuta Beach - Bali,1
16268,7520,Kuta Beach - Bali,4
16269,10714,Kuta Beach - Bali,3
16270,23169,Kuta Beach - Bali,2
16271,23182,Kuta Beach - Bali,5
16272,34509,Kuta Beach - Bali,3
16273,39220,Kuta Beach - Bali,4
16274,40062,Kuta Beach - Bali,4
16275,47053,Kuta Beach - Bali,5
16276,60764,Kuta Beach - Bali,4
16277,75579,Kuta Beach - Bali,5
16278,10727,Kuta Beach - Bali,5
16279,25349,Kuta Beach - Bali,2
16280,25349,Kuta Beach - Bali,4
16281,83364,Kuta Beach - Bali,5
16282,20713,Sanur Beach,4
16283,20826,Sanur Beach,3
16284,31107,Sanur Beach,4
16286,34042,Sanur Beach,4
16287,36118,Sanur Beach,5
16288,40865,Sanur Beach,4
16289,49232,Sanur Beach,4
16290,53029,Sanur Beach,3
16291,53082,Sanur Beach,3
16292,53860,Sanur Beach,3
16293,57238,Sanur Beach,5
16294,65687,Sanur Beach,5
16295,76833,Sanur Beach,5
16296,82480,Sanur Beach,3
16297,3235,Sanur Beach,5
16298,8930,Sanur Beach,4
16300,10724,Sanur Beach,3
16301,17411,Sanur Beach,5
16302,34582,Sanur Beach,4
16303,38200,Sanur Beach,4
16304,43269,Sanur Beach,3
16305,44702,Sanur Beach,4
16306,46239,Sanur Beach,5
16307,47250,Sanur Beach,5
16308,54811,Sanur Beach,2
16309,61560,Sanur Beach,3
16310,64914,Sanur Beach,4
16311,67520,Sanur Beach,4
16312,72381,Sanur Beach,5
16313,81737,Sanur Beach,4
16314,85002,Sanur Beach,5
16315,1048,Sanur Beach,5
16316,2086,Sanur Beach,3
16317,3011,Sanur Beach,4
16318,3461,Sanur Beach,4
16319,3638,Sanur Beach,5
16320,5444,Sanur Beach,5
16321,5756,Sanur Beach,4
16322,9561,Sanur Beach,5
16323,10732,Sanur Beach,4
16324,19961,Sanur Beach,5
16326,23053,Sanur Beach,4
16327,23182,Sanur Beach,5
16329,23332,Sanur Beach,3
16330,25012,Sanur Beach,5
16331,26418,Sanur Beach,3
16332,27501,Sanur Beach,4
16333,33298,Sanur Beach,3
16334,34459,Sanur Beach,5
16335,37469,Sanur Beach,5
16336,37517,Sanur Beach,5
16337,38196,Sanur Beach,5
16338,40830,Sanur Beach,4
16339,42449,Sanur Beach,4
16340,43434,Sanur Beach,4
16341,54801,Sanur Beach,3
16342,57268,Sanur Beach,5
16343,59511,Sanur Beach,3
16344,63493,Sanur Beach,5
16345,63493,Sanur Beach,4
16346,65134,Sanur Beach,5
16347,71661,Sanur Beach,5
16348,73835,Sanur Beach,3
16349,75114,Sanur Beach,4
16350,82048,Sanur Beach,5
16351,82694,Sanur Beach,3
16352,42522,Sanur Beach,2
16353,46070,Sanur Beach,5
16354,63584,Sanur Beach,5
16355,369,Seminyak Beach,4
16356,19019,Seminyak Beach,3
16357,20713,Seminyak Beach,4
16358,29831,Seminyak Beach,5
16359,33838,Seminyak Beach,4
16360,42383,Seminyak Beach,3
16361,52377,Seminyak Beach,4
16362,63480,Seminyak Beach,5
16363,72386,Seminyak Beach,5
16364,74217,Seminyak Beach,5
16365,5444,Seminyak Beach,4
16366,10143,Seminyak Beach,5
16367,13211,Seminyak Beach,4
16368,14680,Seminyak Beach,4
16369,17411,Seminyak Beach,5
16370,23701,Seminyak Beach,3
16371,33298,Seminyak Beach,5
16372,44702,Seminyak Beach,5
16373,46772,Seminyak Beach,1
16374,65134,Seminyak Beach,3
16375,78521,Seminyak Beach,1
16376,81210,Seminyak Beach,3
16377,85500,Seminyak Beach,4
16378,85575,Seminyak Beach,3
16379,521,Seminyak Beach,2
16380,2304,Seminyak Beach,2
16381,5572,Seminyak Beach,4
16382,8098,Seminyak Beach,4
16383,8930,Seminyak Beach,3
16384,10020,Seminyak Beach,5
16385,10714,Seminyak Beach,5
16386,14370,Seminyak Beach,4
16388,20220,Seminyak Beach,3
16389,21372,Seminyak Beach,5
16390,23752,Seminyak Beach,4
16391,24690,Seminyak Beach,3
16392,30354,Seminyak Beach,4
16393,31617,Seminyak Beach,4
16394,32633,Seminyak Beach,5
16395,34087,Seminyak Beach,4
16396,36006,Seminyak Beach,3
16397,37858,Seminyak Beach,4
16398,39886,Seminyak Beach,5
16399,50159,Seminyak Beach,2
16400,59925,Seminyak Beach,5
16401,60279,Seminyak Beach,4
16402,62900,Seminyak Beach,4
16403,65375,Seminyak Beach,1
16404,78324,Seminyak Beach,5
16405,80592,Seminyak Beach,4
16406,83112,Seminyak Beach,5
16408,84919,Seminyak Beach,3
16409,5941,Seminyak Beach,5
16410,6653,Seminyak Beach,5
16411,7483,Seminyak Beach,1
16412,16219,Seminyak Beach,4
16413,77639,Seminyak Beach,4
16414,78761,Seminyak Beach,4
16415,2997,Tanah Lot Temple,5
16416,3774,Tanah Lot Temple,4
16417,8098,Tanah Lot Temple,5
16418,12925,Tanah Lot Temple,5
16419,13636,Tanah Lot Temple,4
16420,18120,Tanah Lot Temple,4
16421,20826,Tanah Lot Temple,3
16422,25377,Tanah Lot Temple,5
16423,32765,Tanah Lot Temple,3
16424,36006,Tanah Lot Temple,5
16426,41369,Tanah Lot Temple,1
16427,53860,Tanah Lot Temple,4
16428,60049,Tanah Lot Temple,5
16429,63035,Tanah Lot Temple,5
16430,66366,Tanah Lot Temple,5
16431,67706,Tanah Lot Temple,3
16432,74295,Tanah Lot Temple,5
16433,80592,Tanah Lot Temple,5
16434,80893,Tanah Lot Temple,5
16435,5030,Tanah Lot Temple,4
16436,10143,Tanah Lot Temple,5
16437,10570,Tanah Lot Temple,2
16439,10724,Tanah Lot Temple,4
16440,17411,Tanah Lot Temple,4
16442,19961,Tanah Lot Temple,4
16443,36521,Tanah Lot Temple,3
16444,37052,Tanah Lot Temple,4
16445,39545,Tanah Lot Temple,4
16446,41456,Tanah Lot Temple,4
16447,46070,Tanah Lot Temple,4
16448,50561,Tanah Lot Temple,5
16449,59788,Tanah Lot Temple,5
16450,62650,Tanah Lot Temple,5
16451,1757,Tanah Lot Temple,5
16452,2304,Tanah Lot Temple,5
16453,5330,Tanah Lot Temple,5
16454,6653,Tanah Lot Temple,5
16455,7189,Tanah Lot Temple,4
16456,8442,Tanah Lot Temple,4
16457,8930,Tanah Lot Temple,5
16459,18858,Tanah Lot Temple,5
16460,19289,Tanah Lot Temple,4
16461,23182,Tanah Lot Temple,5
16462,23182,Tanah Lot Temple,4
16464,45201,Tanah Lot Temple,4
16465,47016,Tanah Lot Temple,4
16466,53497,Tanah Lot Temple,4
16467,56070,Tanah Lot Temple,4
16468,63674,Tanah Lot Temple,3
16469,65237,Tanah Lot Temple,5
16470,78324,Tanah Lot Temple,5
16471,85327,Tanah Lot Temple,5
16472,8149,Uluwatu Temple,5
16473,9932,Uluwatu Temple,3
16474,13636,Uluwatu Temple,4
16475,20784,Uluwatu Temple,5
16476,24993,Uluwatu Temple,4
16477,30681,Uluwatu Temple,5
16478,31203,Uluwatu Temple,5
16479,34042,Uluwatu Temple,5
16480,34383,Uluwatu Temple,4
16481,37186,Uluwatu Temple,5
16482,41225,Uluwatu Temple,3
16483,49232,Uluwatu Temple,5
16484,51564,Uluwatu Temple,4
16485,77639,Uluwatu Temple,5
16486,84671,Uluwatu Temple,3
16487,516,Uluwatu Temple,5
16488,5030,Uluwatu Temple,4
16489,5564,Uluwatu Temple,4
16490,10143,Uluwatu Temple,5
16491,13306,Uluwatu Temple,3
16492,19083,Uluwatu Temple,4
16493,25964,Uluwatu Temple,5
16494,35383,Uluwatu Temple,4
16495,37052,Uluwatu Temple,4
16496,38825,Uluwatu Temple,4
16497,45178,Uluwatu Temple,5
16499,53860,Uluwatu Temple,4
16500,56960,Uluwatu Temple,4
16501,57321,Uluwatu Temple,3
16502,70483,Uluwatu Temple,4
16503,79210,Uluwatu Temple,5
16504,768,Uluwatu Temple,3
16505,3643,Uluwatu Temple,3
16506,5408,Uluwatu Temple,4
16507,8930,Uluwatu Temple,5
16508,19981,Uluwatu Temple,4
16509,28988,Uluwatu Temple,4
16510,32761,Uluwatu Temple,3
16511,34087,Uluwatu Temple,4
16512,35413,Uluwatu Temple,4
16513,37469,Uluwatu Temple,4
16514,37469,Uluwatu Temple,5
16515,41620,Uluwatu Temple,5
16516,48122,Uluwatu Temple,3
16517,56960,Uluwatu Temple,5
16518,59115,Uluwatu Temple,4
16519,71249,Uluwatu Temple,5
16520,77843,Uluwatu Temple,3
16521,78324,Uluwatu Temple,5
16522,83364,Uluwatu Temple,5
16523,21443,Uluwatu Temple,4
16524,26594,Uluwatu Temple,3
16525,81509,Uluwatu Temple,5
16526,255,Waterbom Bali,4
16527,256,Waterbom Bali,5
16528,6653,Waterbom Bali,5
16529,9677,Waterbom Bali,5
16530,10352,Waterbom Bali,5
16531,12029,Waterbom Bali,5
16532,12925,Waterbom Bali,4
16533,15789,Waterbom Bali,5
16534,17161,Waterbom Bali,5
16535,19017,Waterbom Bali,5
16536,19891,Waterbom Bali,5
16538,20713,Waterbom Bali,5
16539,21443,Waterbom Bali,5
16540,23649,Waterbom Bali,5
16541,24229,Waterbom Bali,5
16542,27977,Waterbom Bali,4
16544,30531,Waterbom Bali,5
16546,35134,Waterbom Bali,5
16547,35404,Waterbom Bali,4
16548,38852,Waterbom Bali,5
16549,41356,Waterbom Bali,5
16550,42189,Waterbom Bali,5
16551,44189,Waterbom Bali,5
16552,45984,Waterbom Bali,5
16553,46927,Waterbom Bali,4
16554,52419,Waterbom Bali,5
16555,53910,Waterbom Bali,4
16556,55926,Waterbom Bali,4
16557,57159,Waterbom Bali,5
16558,59115,Waterbom Bali,5
16559,63209,Waterbom Bali,4
16560,70314,Waterbom Bali,5
16561,71582,Waterbom Bali,4
16562,72048,Waterbom Bali,4
16563,75236,Waterbom Bali,4
16564,78077,Waterbom Bali,5
16565,78799,Waterbom Bali,5
16566,78941,Waterbom Bali,5
16567,84912,Waterbom Bali,5
16568,87672,Waterbom Bali,2
16569,266,Waterbom Bali,4
16571,990,Waterbom Bali,5
16572,1754,Waterbom Bali,4
16573,2336,Waterbom Bali,5
16574,3089,Waterbom Bali,5
16575,3461,Waterbom Bali,4
16576,3643,Waterbom Bali,4
16577,5030,Waterbom Bali,5
16578,5380,Waterbom Bali,4
16580,5725,Waterbom Bali,5
16581,6241,Waterbom Bali,5
16582,6840,Waterbom Bali,5
16583,7172,Waterbom Bali,5
16584,7279,Waterbom Bali,5
16585,7483,Waterbom Bali,5
16587,7520,Waterbom Bali,4
16588,7762,Waterbom Bali,5
16589,8136,Waterbom Bali,5
16590,8332,Waterbom Bali,5
16591,9518,Waterbom Bali,5
16593,9932,Waterbom Bali,5
16594,10143,Waterbom Bali,3
16596,10722,Waterbom Bali,5
16597,10726,Waterbom Bali,5
16598,10728,Waterbom Bali,4
16600,10976,Waterbom Bali,5
16601,11189,Waterbom Bali,4
16602,11697,Waterbom Bali,5
16603,12413,Waterbom Bali,5
16604,13051,Waterbom Bali,4
16605,13306,Waterbom Bali,5
16607,13636,Waterbom Bali,4
16608,13763,Waterbom Bali,5
16609,13983,Waterbom Bali,5
16610,14299,Waterbom Bali,5
16611,14559,Waterbom Bali,5
16612,15744,Waterbom Bali,5
16613,16843,Waterbom Bali,5
16614,17378,Waterbom Bali,4
16615,17411,Waterbom Bali,4
16616,17411,Waterbom Bali,5
16617,17468,Waterbom Bali,5
16618,18089,Waterbom Bali,5
16619,18286,Waterbom Bali,3
16620,18474,Waterbom Bali,5
16621,18695,Waterbom Bali,4
16622,19083,Waterbom Bali,5
16624,19430,Waterbom Bali,4
16625,19474,Waterbom Bali,5
16626,19574,Waterbom Bali,4
16627,19869,Waterbom Bali,4
16628,19961,Waterbom Bali,5
16630,20713,Waterbom Bali,4
16632,21505,Waterbom Bali,4
16633,23182,Waterbom Bali,5
16634,23825,Waterbom Bali,5
16635,23913,Waterbom Bali,4
16636,24095,Waterbom Bali,5
16637,25172,Waterbom Bali,5
16638,25785,Waterbom Bali,4
16639,25964,Waterbom Bali,5
16640,26980,Waterbom Bali,5
16641,27219,Waterbom Bali,4
16642,27672,Waterbom Bali,5
16643,27698,Waterbom Bali,5
16644,27759,Waterbom Bali,5
16645,28977,Waterbom Bali,5
16646,28988,Waterbom Bali,4
16647,29006,Waterbom Bali,5
16648,29244,Waterbom Bali,5
16649,30683,Waterbom Bali,2
16650,30777,Waterbom Bali,4
16651,31114,Waterbom Bali,5
16652,34243,Waterbom Bali,5
16653,34582,Waterbom Bali,4
16654,34659,Waterbom Bali,5
16655,34939,Waterbom Bali,5
16656,35300,Waterbom Bali,5
16658,36118,Waterbom Bali,5
16659,36521,Waterbom Bali,5
16660,37250,Waterbom Bali,4
16661,37469,Waterbom Bali,5
16662,37497,Waterbom Bali,5
16663,37776,Waterbom Bali,5
16664,38200,Waterbom Bali,5
16665,38540,Waterbom Bali,4
16666,40863,Waterbom Bali,4
16667,40890,Waterbom Bali,5
16668,41106,Waterbom Bali,5
16669,41291,Waterbom Bali,5
16670,42318,Waterbom Bali,5
16671,42449,Waterbom Bali,4
16672,43529,Waterbom Bali,4
16674,45092,Waterbom Bali,3
16675,45197,Waterbom Bali,5
16676,45401,Waterbom Bali,5
16677,46070,Waterbom Bali,5
16678,46516,Waterbom Bali,5
16680,47674,Waterbom Bali,5
16681,48447,Waterbom Bali,5
16682,48478,Waterbom Bali,5
16683,49232,Waterbom Bali,5
16684,49456,Waterbom Bali,5
16685,49792,Waterbom Bali,5
16686,50050,Waterbom Bali,5
16688,50412,Waterbom Bali,5
16689,50622,Waterbom Bali,5
16690,50622,Waterbom Bali,4
16691,51140,Waterbom Bali,4
16692,51589,Waterbom Bali,5
16694,53480,Waterbom Bali,5
16695,53805,Waterbom Bali,5
16696,53956,Waterbom Bali,5
16697,54393,Waterbom Bali,5
16699,54851,Waterbom Bali,5
16700,55126,Waterbom Bali,5
16701,55226,Waterbom Bali,4
16702,55463,Waterbom Bali,5
16703,55544,Waterbom Bali,5
16704,55816,Waterbom Bali,5
16705,56515,Waterbom Bali,4
16706,56787,Waterbom Bali,5
16708,57463,Waterbom Bali,5
16709,57734,Waterbom Bali,4
16710,57811,Waterbom Bali,5
16712,58106,Waterbom Bali,5
16713,58468,Waterbom Bali,5
16714,58769,Waterbom Bali,5
16715,60909,Waterbom Bali,5
16716,61118,Waterbom Bali,5
16717,61560,Waterbom Bali,4
16718,61927,Waterbom Bali,5
16719,61995,Waterbom Bali,3
16720,63208,Waterbom Bali,5
16721,63582,Waterbom Bali,5
16723,64060,Waterbom Bali,5
16725,64259,Waterbom Bali,2
16726,64430,Waterbom Bali,5
16727,65903,Waterbom Bali,5
16728,65985,Waterbom Bali,5
16729,67153,Waterbom Bali,5
16730,67279,Waterbom Bali,5
16731,67585,Waterbom Bali,5
16732,69207,Waterbom Bali,5
16733,69288,Waterbom Bali,5
16734,69315,Waterbom Bali,4
16735,69579,Waterbom Bali,5
16737,69777,Waterbom Bali,5
16738,70269,Waterbom Bali,5
16739,70483,Waterbom Bali,5
16740,72381,Waterbom Bali,5
16741,72741,Waterbom Bali,5
16742,72821,Waterbom Bali,5
16744,75001,Waterbom Bali,5
16745,75142,Waterbom Bali,5
16746,76064,Waterbom Bali,3
16748,76096,Waterbom Bali,5
16749,77568,Waterbom Bali,5
16750,79001,Waterbom Bali,4
16751,79342,Waterbom Bali,4
16752,80506,Waterbom Bali,5
16753,80592,Waterbom Bali,4
16754,80592,Waterbom Bali,5
16756,80774,Waterbom Bali,5
16757,80893,Waterbom Bali,5
16758,82013,Waterbom Bali,5
16759,82018,Waterbom Bali,5
16761,82252,Waterbom Bali,4
16762,84411,Waterbom Bali,4
16763,84828,Waterbom Bali,4
16764,84894,Waterbom Bali,5
16765,85319,Waterbom Bali,5
16766,86033,Waterbom Bali,5
16767,87120,Waterbom Bali,5
16768,528,Waterbom Bali,5
16769,1757,Waterbom Bali,5
16770,3011,Waterbom Bali,5
16771,4206,Waterbom Bali,5
16772,4206,Waterbom Bali,4
16773,7445,Waterbom Bali,4
16774,8930,Waterbom Bali,4
16775,10641,Waterbom Bali,5
16776,10714,Waterbom Bali,4
16777,11533,Waterbom Bali,5
16778,14456,Waterbom Bali,5
16779,14747,Waterbom Bali,5
16780,18858,Waterbom Bali,5
16781,19526,Waterbom Bali,5
16782,19961,Waterbom Bali,3
16785,22603,Waterbom Bali,4
16786,22611,Waterbom Bali,5
16788,23752,Waterbom Bali,5
16789,23902,Waterbom Bali,5
16790,26552,Waterbom Bali,5
16791,31200,Waterbom Bali,3
16792,36140,Waterbom Bali,5
16793,40062,Waterbom Bali,5
16795,41086,Waterbom Bali,5
16796,41620,Waterbom Bali,4
16797,43730,Waterbom Bali,5
16799,45201,Waterbom Bali,4
16800,46472,Waterbom Bali,4
16801,47016,Waterbom Bali,5
16802,47769,Waterbom Bali,5
16803,50607,Waterbom Bali,4
16805,52059,Waterbom Bali,5
16806,52562,Waterbom Bali,5
16807,52765,Waterbom Bali,5
16809,54804,Waterbom Bali,5
16810,54845,Waterbom Bali,4
16812,60550,Waterbom Bali,5
16813,61217,Waterbom Bali,5
16814,61597,Waterbom Bali,5
16815,62838,Waterbom Bali,5
16816,64914,Waterbom Bali,5
16817,67979,Waterbom Bali,4
16818,67987,Waterbom Bali,5
16819,68692,Waterbom Bali,5
16820,69703,Waterbom Bali,5
16822,72407,Waterbom Bali,5
16823,73664,Waterbom Bali,5
16824,74217,Waterbom Bali,5
16826,81190,Waterbom Bali,5
16827,84650,Waterbom Bali,3
16828,35645,Waterbom Bali,5
16829,42279,Waterbom Bali,5
16830,41569,Waterbom Bali,5
16831,28988,Merapi Volcano,3
16833,28988,Merapi Volcano,4
16836,36006,Malioboro Road,3
16837,36006,Malioboro Road,4
16840,48858,Ramayana Ballet at Prambanan,5
16841,48858,Ramayana Ballet at Prambanan,4
16842,35413,Yogyakarta Palace,3
16844,35413,Yogyakarta Palace,4
16845,3826,Sacred Monkey Forest Sanctuary,2
16846,22183,Sacred Monkey Forest Sanctuary,4
16847,30406,Sacred Monkey Forest Sanctuary,5
16848,53041,Sacred Monkey Forest Sanctuary,5
16849,53552,Sacred Monkey Forest Sanctuary,1
16850,54908,Sacred Monkey Forest Sanctuary,5
16851,59886,Sacred Monkey Forest Sanctuary,4
16852,79009,Sacred Monkey Forest Sanctuary,4
16853,6504,Sacred Monkey Forest Sanctuary,5
16854,29371,Sacred Monkey Forest Sanctuary,4
16855,29371,Sacred Monkey Forest Sanctuary,5
16857,29371,Sacred Monkey Forest Sanctuary,3
16858,745,Sacred Monkey Forest Sanctuary,4
16859,5497,Sacred Monkey Forest Sanctuary,4
16860,15415,Sacred Monkey Forest Sanctuary,5
16861,15855,Sacred Monkey Forest Sanctuary,4
16862,21032,Sacred Monkey Forest Sanctuary,5
16863,27244,Sacred Monkey Forest Sanctuary,3
16864,27325,Sacred Monkey Forest Sanctuary,5
16865,29371,Sacred Monkey Forest Sanctuary,2
16868,34313,Sacred Monkey Forest Sanctuary,5
16869,46455,Sacred Monkey Forest Sanctuary,5
16871,49559,Sacred Monkey Forest Sanctuary,4
16873,58833,Sacred Monkey Forest Sanctuary,4
16874,85350,Sacred Monkey Forest Sanctuary,4
16875,19877,Sacred Monkey Forest Sanctuary,4
16876,59886,Tegalalang Rice Terrace,4
16877,79009,Tegalalang Rice Terrace,4
16878,6504,Tegalalang Rice Terrace,3
16879,58118,Tegalalang Rice Terrace,4
16880,73103,Tegalalang Rice Terrace,4
16881,15415,Tegalalang Rice Terrace,5
16882,21032,Tegalalang Rice Terrace,5
16883,21056,Tegalalang Rice Terrace,1
16885,27325,Tegalalang Rice Terrace,5
16886,29371,Tegalalang Rice Terrace,2
16887,30637,Tegalalang Rice Terrace,5
16888,34313,Tegalalang Rice Terrace,4
16889,49559,Tegalalang Rice Terrace,5
16890,85350,Tegalalang Rice Terrace,3
16891,27325,Tegenungan Waterfall,3
16892,53877,Tegenungan Waterfall,4
16893,15415,Tegenungan Waterfall,2
16894,34313,Tegenungan Waterfall,3
16895,4331,Nusa Dua Beach,4
16896,5574,Nusa Dua Beach,4
16897,29371,Nusa Dua Beach,4
16898,41026,Kuta Beach - Bali,3
16899,79009,Kuta Beach - Bali,3
16900,39477,Kuta Beach - Bali,3
16901,29371,Kuta Beach - Bali,5
16902,49559,Kuta Beach - Bali,5
16903,75561,Kuta Beach - Bali,5
16904,76114,Kuta Beach - Bali,1
16905,57270,Kuta Beach - Bali,3
16906,46466,Sanur Beach,5
16907,2598,Sanur Beach,3
16908,29371,Sanur Beach,5
16909,29371,Sanur Beach,4
16910,30961,Sanur Beach,5
16911,34313,Sanur Beach,4
16912,234,Sanur Beach,5
16914,18107,Seminyak Beach,4
16915,29371,Seminyak Beach,2
16917,29492,Seminyak Beach,5
16918,34741,Seminyak Beach,3
16919,71353,Tanah Lot Temple,3
16920,2598,Tanah Lot Temple,4
16921,12989,Tanah Lot Temple,3
16922,19877,Tanah Lot Temple,4
16923,39008,Tanah Lot Temple,3
16924,87989,Uluwatu Temple,4
16925,21138,Uluwatu Temple,2
16926,59079,Uluwatu Temple,2
16927,7974,Waterbom Bali,4
16929,29371,Waterbom Bali,5
16930,49860,Waterbom Bali,5
16931,59079,Waterbom Bali,4
16932,79009,Waterbom Bali,5
16934,15624,Waterbom Bali,5
16935,18516,Waterbom Bali,5
16941,73384,Waterbom Bali,3
16942,41964,Waterbom Bali,4
16943,75098,Waterbom Bali,5
16944,12989,Merapi Volcano,3
16945,3832,Sacred Monkey Forest Sanctuary,4
16946,18460,Sacred Monkey Forest Sanctuary,4
16947,26892,Sacred Monkey Forest Sanctuary,4
16948,43461,Sacred Monkey Forest Sanctuary,5
16949,54043,Sacred Monkey Forest Sanctuary,3
16950,59524,Sacred Monkey Forest Sanctuary,5
16951,68174,Sacred Monkey Forest Sanctuary,4
16952,74343,Sacred Monkey Forest Sanctuary,3
16953,75722,Sacred Monkey Forest Sanctuary,4
16954,86147,Sacred Monkey Forest Sanctuary,4
16955,37933,Sacred Monkey Forest Sanctuary,5
16956,61785,Sacred Monkey Forest Sanctuary,4
16957,67366,Sacred Monkey Forest Sanctuary,5
16958,67551,Sacred Monkey Forest Sanctuary,3
16959,69217,Sacred Monkey Forest Sanctuary,4
16960,72326,Sacred Monkey Forest Sanctuary,4
16961,81585,Sacred Monkey Forest Sanctuary,4
16962,10472,Sacred Monkey Forest Sanctuary,5
16963,11203,Sacred Monkey Forest Sanctuary,5
16964,11216,Sacred Monkey Forest Sanctuary,3
16965,14730,Sacred Monkey Forest Sanctuary,5
16966,15726,Sacred Monkey Forest Sanctuary,4
16967,26912,Sacred Monkey Forest Sanctuary,5
16968,26990,Sacred Monkey Forest Sanctuary,4
16969,40954,Sacred Monkey Forest Sanctuary,2
16970,45574,Sacred Monkey Forest Sanctuary,3
16971,45854,Sacred Monkey Forest Sanctuary,3
16972,66003,Sacred Monkey Forest Sanctuary,4
16973,67332,Sacred Monkey Forest Sanctuary,4
16975,67335,Sacred Monkey Forest Sanctuary,5
16976,69817,Sacred Monkey Forest Sanctuary,4
16977,70398,Sacred Monkey Forest Sanctuary,4
16979,74425,Sacred Monkey Forest Sanctuary,4
16980,74978,Sacred Monkey Forest Sanctuary,4
16981,78106,Sacred Monkey Forest Sanctuary,4
16982,80171,Sacred Monkey Forest Sanctuary,5
16983,83572,Sacred Monkey Forest Sanctuary,5
16984,2579,Sacred Monkey Forest Sanctuary,5
16985,21099,Sacred Monkey Forest Sanctuary,4
